SGID	FeatureType	FeatureQualifier	FeatureName	common_name	parent_name	SGID2	chr	start	end
S000003885	ORF	Uncharacterized	YJR124C		chromosome 10		10	654238	652892
S000033876	CDS				YJR124C		10	654238	652892
S000028457	ARS		ARS1020		chromosome 10		10	654375	654614
S000003886	ORF	Verified	YJR125C	ENT3	chromosome 10		10	655963	654737
S000034017	CDS				YJR125C		10	655963	654737
S000003887	ORF	Verified	YJR126C	VPS70	chromosome 10		10	658689	656254
S000034920	CDS				YJR126C		10	658689	656254
S000003889	ORF	Uncharacterized	YJR128W		chromosome 10		10	662921	663280
S000036069	CDS				YJR128W		10	662921	663280
S000003888	ORF	Verified	YJR127C	RSF2	chromosome 10	L000002569	10	663059	658917
S000035071	CDS				YJR127C		10	663059	658917
S000006492	snoRNA_gene		snR3	SNR3	chromosome 10	L000001958	10	663749	663942
S000034301	noncoding_exon				snR3		10	663749	663942
S000003890	ORF	Verified	YJR129C	EFM3	chromosome 10		10	665019	664000
S000036155	CDS				YJR129C		10	665019	664000
S000003891	ORF	Verified	YJR130C	STR2	chromosome 10		10	667137	665218
S000036945	CDS				YJR130C		10	667137	665218
S000003892	ORF	Verified	YJR131W	MNS1	chromosome 10	L000001130	10	667644	669293
S000037068	CDS				YJR131W		10	667644	669293
S000003893	ORF	Verified	YJR132W	NMD5	chromosome 10	L000002939	10	669522	672668
S000037153	CDS				YJR132W		10	669522	672668
S000003894	ORF	Verified	YJR133W	XPT1	chromosome 10		10	672991	673620
S000037899	CDS				YJR133W		10	672991	673620
S000003895	ORF	Verified	YJR134C	SGM1	chromosome 10		10	675852	673729
S000029858	CDS				YJR134C		10	675852	673729
S000003896	ORF	Verified	YJR135C	MCM22	chromosome 10	L000003999	10	676778	676059
S000030000	CDS				YJR135C		10	676778	676059
S000007348	ORF	Verified	YJR135W-A	TIM8	chromosome 10		10	676971	677234
S000032075	CDS				YJR135W-A		10	676971	677234
S000003897	ORF	Verified	YJR136C	TTI2	chromosome 10		10	678706	677441
S000030982	CDS				YJR136C		10	678706	677441
S000003898	ORF	Verified	YJR137C	MET5	chromosome 10	L000001080|L000003892	10	683285	678957
S000031082	CDS				YJR137C		10	683285	678957
S000007553	ARS		ARS1021		chromosome 10		10	684009	684098
S000003899	ORF	Verified	YJR138W	IML1	chromosome 10		10	684567	689321
S000031284	CDS				YJR138W		10	684567	689321
S000003900	ORF	Verified	YJR139C	HOM6	chromosome 10	L000000801	10	690524	689445
S000032214	CDS				YJR139C		10	690524	689445
S000028666	ORF	Dubious	YJR140W-A		chromosome 10		10	690961	691110
S000032491	CDS				YJR140W-A		10	690961	691110
S000003901	ORF	Verified	YJR140C	HIR3	chromosome 10	L000003127	10	695696	690750
S000032216	CDS				YJR140C		10	695696	690750
S000003902	ORF	Uncharacterized	YJR141W	IPA1	chromosome 10		10	695906	696949
S000033127	CDS				YJR141W		10	695906	696949
S000003903	ORF	Verified	YJR142W		chromosome 10		10	697141	698169
S000033186	CDS				YJR142W		10	697141	698169
S000003904	ORF	Verified	YJR143C	PMT4	chromosome 10	L000002623	10	700614	698326
S000033214	CDS				YJR143C		10	700614	698326
S000003905	ORF	Verified	YJR144W	MGM101	chromosome 10	L000001104	10	700882	701691
S000033297	CDS				YJR144W		10	700882	701691
S000003906	ORF	Verified	YJR145C	RPS4A	chromosome 10	L000001751	10	703068	702027
S000034116	CDS				YJR145C		10	702798	702027
S000034115	CDS				YJR145C		10	703068	703055
S000034117	intron				YJR145C		10	703054	702799
S000003907	ORF	Uncharacterized	YJR146W		chromosome 10		10	703885	704238
S000034307	CDS				YJR146W		10	703885	704238
S000003908	ORF	Verified	YJR147W	HMS2	chromosome 10	L000004442	10	704196	705272
S000034417	CDS				YJR147W		10	704196	705272
S000003909	ORF	Verified	YJR148W	BAT2	chromosome 10	L000003082	10	705744	706874
S000035457	CDS				YJR148W		10	705744	706874
S000003910	ORF	Uncharacterized	YJR149W		chromosome 10		10	707160	708374
S000035545	CDS				YJR149W		10	707160	708374
S000003911	ORF	Verified	YJR150C	DAN1	chromosome 10	L000003381	10	709707	708811
S000036513	CDS				YJR150C		10	709707	708811
S000028458	ARS		ARS1022		chromosome 10		10	711896	712142
S000003912	ORF	Verified	YJR151C	DAN4	chromosome 10		10	715740	712255
S000036600	CDS				YJR151C		10	715740	712255
S000028557	ORF	Uncharacterized	YJR151W-A		chromosome 10		10	717580	717630
S000031243	CDS				YJR151W-A		10	717580	717630
S000003913	ORF	Verified	YJR152W	DAL5	chromosome 10	L000000478	10	719666	721297
S000037362	CDS				YJR152W		10	719666	721297
S000003914	ORF	Verified	YJR153W	PGU1	chromosome 10	L000004371|L000004261	10	722815	723900
S000037481	CDS				YJR153W		10	722815	723900
S000003915	ORF	Uncharacterized	YJR154W		chromosome 10		10	725784	726824
S000030205	CDS				YJR154W		10	725784	726824
S000003916	ORF	Verified	YJR155W	AAD10	chromosome 10	L000004639	10	727405	728271
S000030387	CDS				YJR155W		10	727405	728271
S000003917	ORF	Verified	YJR156C	THI11	chromosome 10	L000003222	10	729596	728574
S000030438	CDS				YJR156C		10	729596	728574
S000028459	ARS		ARS1023		chromosome 10		10	729983	730513
S000003918	ORF	Dubious	YJR157W		chromosome 10		10	730515	730877
S000031435	CDS				YJR157W		10	730515	730877
S000003919	ORF	Verified	YJR158W	HXT16	chromosome 10	L000003264	10	732440	734143
S000031532	CDS				YJR158W		10	732440	734143
S000003920	ORF	Verified	YJR159W	SOR1	chromosome 10	L000002753	10	736044	737117
S000031666	CDS				YJR159W		10	736044	737117
S000028460	ARS		ARS1024		chromosome 10		10	737034	737275
S000003921	ORF	Verified	YJR160C	MPH3	chromosome 10		10	739816	738008
S000031772	CDS				YJR160C		10	739816	738008
S000003922	ORF	Verified	YJR161C	COS5	chromosome 10	L000004063	10	743999	742848
S000031918	CDS				YJR161C		10	743999	742848
S000028461	ARS		ARS1025		chromosome 10		10	744408	745008
S000178126	ARS_consensus_sequence				ARS1025		10	744632	744648
S000028974	telomere		TEL10R		chromosome 10		10	744902	745751
S000028975	telomeric_repeat				TEL10R		10	745663	745751
S000028976	X_element				TEL10R		10	744902	745361
S000028977	X_element_combinatorial_repeat				TEL10R		10	745362	745662
S000003923	ORF	Dubious	YJR162C		chromosome 10		10	745261	744911
S000032831	CDS				YJR162C		10	745261	744911
S000001708	ORF	Dubious	YKL225W		chromosome 11		11	451	798
S000032685	CDS				YKL225W		11	451	798
S000028906	telomere		TEL11L		chromosome 11		11	807	1
S000028907	telomeric_repeat				TEL11L		11	67	1
S000028908	X_element				TEL11L		11	807	347
S000028909	X_element_combinatorial_repeat				TEL11L		11	346	68
S000001707	ORF	Verified	YKL224C	PAU16	chromosome 11		11	2181	1810
S000031625	CDS				YKL224C		11	2181	1810
S000001706	ORF	Dubious	YKL223W		chromosome 11		11	2389	2721
S000031556	CDS				YKL223W		11	2389	2721
S000001705	ORF	Verified	YKL222C		chromosome 11		11	5620	3503
S000031466	CDS				YKL222C		11	5620	3503
S000001704	ORF	Verified	YKL221W	MCH2	chromosome 11		11	6107	7528
S000031419	CDS				YKL221W		11	6107	7528
S000130137	ARS		ARS1102		chromosome 11		11	7528	8309
S000001703	ORF	Verified	YKL220C	FRE2	chromosome 11	L000002805	11	11226	9091
S000031305	CDS				YKL220C		11	11226	9091
S000001702	ORF	Verified	YKL219W	COS9	chromosome 11	L000004067	11	14485	15708
S000030515	CDS				YKL219W		11	14485	15708
S000001701	ORF	Verified	YKL218C	SRY1	chromosome 11	S000007485	11	18339	17359
S000037646	CDS				YKL218C		11	18339	17359
S000001700	ORF	Verified	YKL217W	JEN1	chromosome 11	L000002666	11	22234	24084
S000037602	CDS				YKL217W		11	22234	24084
S000001699	ORF	Verified	YKL216W	URA1	chromosome 11	L000002430	11	25215	26159
S000037467	CDS				YKL216W		11	25215	26159
S000001698	ORF	Verified	YKL215C	OXP1	chromosome 11		11	30687	26827
S000036677	CDS				YKL215C		11	30687	26827
S000001697	ORF	Verified	YKL214C	YRA2	chromosome 11		11	31693	31082
S000036577	CDS				YKL214C		11	31693	31082
S000001696	ORF	Verified	YKL213C	DOA1	chromosome 11	L000002961	11	34107	31960
S000036488	CDS				YKL213C		11	34107	31960
S000001695	ORF	Verified	YKL212W	SAC1	chromosome 11	L000001790	11	34543	36414
S000036459	CDS				YKL212W		11	34543	36414
S000001694	ORF	Verified	YKL211C	TRP3	chromosome 11	L000002354	11	38153	36699
S000035520	CDS				YKL211C		11	38153	36699
S000006455	snoRNA_gene		snR64	SNR64	chromosome 11	L000004533	11	38811	38911
S000030843	noncoding_exon				snR64		11	38811	38911
S000001693	ORF	Verified	YKL210W	UBA1	chromosome 11	L000002405	11	39163	42237
S000035493	CDS				YKL210W		11	39163	42237
S000001692	ORF	Verified	YKL209C	STE6	chromosome 11	L000002116	11	46295	42423
S000035512	CDS				YKL209C		11	46295	42423
S000006748	tRNA_gene		tT(CGU)K	TRT2	chromosome 11	L000003644	11	46806	46735
S000032223	noncoding_exon				tT(CGU)K		11	46806	46735
S000001691	ORF	Verified	YKL208W	CBT1	chromosome 11	L000004295|S000029465|L000004597	11	47157	47972
S000034559	CDS				YKL208W		11	47157	47972
S000001690	ORF	Verified	YKL207W	EMC3	chromosome 11		11	48194	48955
S000034425	CDS				YKL207W		11	48194	48955
S000001689	ORF	Verified	YKL206C	ADD66	chromosome 11		11	49809	49006
S000034304	CDS				YKL206C		11	49809	49006
S000001688	ORF	Verified	YKL205W	LOS1	chromosome 11	L000000950	11	50051	53353
S000034266	CDS				YKL205W		11	50051	53353
S000001687	ORF	Verified	YKL204W	EAP1	chromosome 11		11	53704	55602
S000033363	CDS				YKL204W		11	53704	55602
S000118401	ARS		ARS1103		chromosome 11		11	55671	55917
S000178127	ARS_consensus_sequence				ARS1103		11	55867	55851
S000001686	ORF	Verified	YKL203C	TOR2	chromosome 11	L000002323	11	63359	55935
S000033266	CDS				YKL203C		11	63359	55935
S000001685	ORF	Dubious	YKL202W		chromosome 11		11	63821	64402
S000033230	CDS				YKL202W		11	63821	64402
S000001684	ORF	Verified	YKL201C	MNN4	chromosome 11	L000001128	11	67466	63930
S000032315	CDS				YKL201C		11	67466	63930
S000001681	ORF	Verified	YKL198C	PTK1	chromosome 11	L000003491	11	70220	68232
S000034854	CDS				YKL198C		11	70220	68232
S000001680	ORF	Verified	YKL197C	PEX1	chromosome 11	L000001337	11	73865	70734
S000033983	CDS				YKL197C		11	73865	70734
S000007055	long_terminal_repeat		YKLWdelta1		chromosome 11		11	74236	74518
S000006671	tRNA_gene		tN(GUU)K		chromosome 11	L000003629	11	74624	74697
S000030740	noncoding_exon				tN(GUU)K		11	74624	74697
S000001679	ORF	Verified	YKL196C	YKT6	chromosome 11	L000004163	11	75534	74932
S000033862	CDS				YKL196C		11	75534	74932
S000001678	ORF	Verified	YKL195W	MIA40	chromosome 11		11	75821	77032
S000033827	CDS				YKL195W		11	75821	77032
S000001677	ORF	Verified	YKL194C	MST1	chromosome 11	L000001207	11	78646	77258
S000030386	CDS				YKL194C		11	78646	77258
S000001676	ORF	Verified	YKL193C	SDS22	chromosome 11	L000002590	11	79882	78866
S000030304	CDS				YKL193C		11	79882	78866
S000001675	ORF	Verified	YKL192C	ACP1	chromosome 11	L000004843	11	80537	80160
S000030104	CDS				YKL192C		11	80537	80160
S000001674	ORF	Verified	YKL191W	DPH2	chromosome 11	L000000522	11	81035	82639
S000030067	CDS				YKL191W		11	81035	82639
S000001673	ORF	Verified	YKL190W	CNB1	chromosome 11	L000000371	11	82947	83550
S000029989	CDS				YKL190W		11	82947	82998
S000029990	CDS				YKL190W		11	83075	83550
S000029991	intron				YKL190W		11	82999	83074
S000007050	long_terminal_repeat		YKLCdelta2		chromosome 11		11	84115	83808
S000006651	tRNA_gene		tL(UAA)K		chromosome 11	L000003630	11	84208	84291
S000037408	noncoding_exon				tL(UAA)K		11	84208	84291
S000001672	ORF	Verified	YKL189W	HYM1	chromosome 11	L000004365	11	84704	85903
S000030561	CDS				YKL189W		11	84704	85903
S000001671	ORF	Verified	YKL188C	PXA2	chromosome 11	L000003538	11	88786	86225
S000030413	CDS				YKL188C		11	88786	86225
S000130138	ARS		ARS1104		chromosome 11		11	88789	89287
S000001670	ORF	Verified	YKL187C	FAT3	chromosome 11		11	91536	89284
S000037608	CDS				YKL187C		11	91536	89284
S000001669	ORF	Verified	YKL186C	MTR2	chromosome 11	L000002934	11	93298	92744
S000037550	CDS				YKL186C		11	93298	92744
S000122106	five_prime_UTR_intron				YKL186C		11	93465	93312
S000001668	ORF	Verified	YKL185W	ASH1	chromosome 11	L000003058	11	94499	96265
S000037492	CDS				YKL185W		11	94499	96265
S000001667	ORF	Verified	YKL184W	SPE1	chromosome 11	L000001307|L000001993|L000001995	11	96757	98157
S000032037	CDS				YKL184W		11	96757	98157
S000119035	ARS		ARS1125		chromosome 11		11	98364	98523
S000178128	ARS_consensus_sequence				ARS1125		11	98385	98401
S000028558	ORF	Uncharacterized	YKL183C-A		chromosome 11		11	98607	98395
S000031244	CDS				YKL183C-A		11	98607	98395
S000001666	ORF	Verified	YKL183W	LOT5	chromosome 11		11	98721	99641
S000031917	CDS				YKL183W		11	98721	99641
S000001665	ORF	Verified	YKL182W	FAS1	chromosome 11	L000000601	11	100671	106826
S000031771	CDS				YKL182W		11	100671	106826
S000001664	ORF	Verified	YKL181W	PRS1	chromosome 11	L000001494	11	107316	108599
S000029853	CDS				YKL181W		11	107316	108599
S000001663	ORF	Verified	YKL180W	RPL17A	chromosome 11	L000001715	11	109269	110129
S000036148	CDS				YKL180W		11	109269	109577
S000036149	CDS				YKL180W		11	109884	110129
S000036150	intron				YKL180W		11	109578	109883
S000001662	ORF	Verified	YKL179C	COY1	chromosome 11		11	112503	110464
S000035207	CDS				YKL179C		11	112503	110464
S000001660	ORF	Dubious	YKL177W		chromosome 11		11	114356	114694
S000034192	CDS				YKL177W		11	114356	114694
S000001661	ORF	Verified	YKL178C	STE3	chromosome 11	L000002113	11	114627	113215
S000035096	CDS				YKL178C		11	114627	113215
S000001659	ORF	Verified	YKL176C	LST4	chromosome 11	L000004354	11	117986	115500
S000034038	CDS				YKL176C		11	117986	115500
S000001658	ORF	Verified	YKL175W	ZRT3	chromosome 11		11	118793	120304
S000033999	CDS				YKL175W		11	118793	120304
S000001657	ORF	Verified	YKL174C	TPO5	chromosome 11		11	122236	120380
S000033149	CDS				YKL174C		11	122236	120380
S000001656	ORF	Verified	YKL173W	SNU114	chromosome 11	L000003541	11	122517	125543
S000033113	CDS				YKL173W		11	122517	125543
S000001655	ORF	Verified	YKL172W	EBP2	chromosome 11	L000004646	11	125759	127042
S000033024	CDS				YKL172W		11	125759	127042
S000001654	ORF	Verified	YKL171W	NNK1	chromosome 11		11	127475	130261
S000032097	CDS				YKL171W		11	127475	130261
S000001653	ORF	Verified	YKL170W	MRPL38	chromosome 11	S000029310|L000002693|L000001173	11	130634	131050
S000031979	CDS				YKL170W		11	130634	131050
S000001652	ORF	Dubious	YKL169C		chromosome 11		11	131068	130685
S000030884	CDS				YKL169C		11	131068	130685
S000001651	ORF	Verified	YKL168C	KKQ8	chromosome 11	L000004097	11	133462	131288
S000030812	CDS				YKL168C		11	133462	131288
S000001650	ORF	Verified	YKL167C	MRP49	chromosome 11	L000001159	11	134134	133721
S000037870	CDS				YKL167C		11	134134	133721
S000001649	ORF	Verified	YKL166C	TPK3	chromosome 11	L000002327	11	135705	134509
S000037767	CDS				YKL166C		11	135705	134509
S000007617	ORF	Dubious	YKL165C-A		chromosome 11		11	136023	135790
S000037215	CDS				YKL165C-A		11	136023	135790
S000001648	ORF	Verified	YKL165C	MCD4	chromosome 11	L000003913|S000029172|L000003584	11	140691	137932
S000037706	CDS				YKL165C		11	140691	137932
S000006558	tRNA_gene		tE(UUC)K		chromosome 11	L000003643	11	141089	141018
S000036005	noncoding_exon				tE(UUC)K		11	141089	141018
S000001647	ORF	Verified	YKL164C	PIR1	chromosome 11	L000001441	11	142819	141794
S000036944	CDS				YKL164C		11	142819	141794
S000001646	ORF	Verified	YKL163W	PIR3	chromosome 11	L000001443	11	144401	145378
S000036912	CDS				YKL163W		11	144401	145378
S000007244	ORF	Dubious	YKL162C-A		chromosome 11		11	146074	145922
S000032863	CDS				YKL162C-A		11	146074	145922
S000001645	ORF	Uncharacterized	YKL162C		chromosome 11		11	148838	147630
S000036809	CDS				YKL162C		11	148838	147630
S000001644	ORF	Verified	YKL161C	KDX1	chromosome 11		11	150687	149386
S000035941	CDS				YKL161C		11	150687	149386
S000118402	ARS		ARS1106		chromosome 11		11	153020	153135
S000178129	ARS_consensus_sequence				ARS1106		11	153122	153106
S000001643	ORF	Verified	YKL160W	ELF1	chromosome 11		11	153269	153706
S000035865	CDS				YKL160W		11	153269	153706
S000001642	ORF	Verified	YKL159C	RCN1	chromosome 11	S000007456	11	154451	153816
S000034776	CDS				YKL159C		11	154451	153816
S000001640	ORF	Verified	YKL157W	APE2	chromosome 11	S000001641|L000000092	11	154991	158232
S000033809	CDS				YKL157W		11	154991	155271
S000033810	CDS				YKL157W		11	155655	158232
S000033811	intron				YKL157W		11	155272	155654
S000001639	ORF	Verified	YKL156W	RPS27A	chromosome 11	L000002712	11	158613	159212
S000033664	CDS				YKL156W		11	158613	158615
S000033665	CDS				YKL156W		11	158967	159212
S000033666	intron				YKL156W		11	158616	158966
S000028668	ORF	Dubious	YKL156C-A		chromosome 11		11	159091	158975
S000032493	CDS				YKL156C-A		11	159091	158975
S000001638	ORF	Verified	YKL155C	RSM22	chromosome 11		11	161342	159456
S000033531	CDS				YKL155C		11	161342	159456
S000001637	ORF	Verified	YKL154W	SRP102	chromosome 11		11	161601	162335
S000033491	CDS				YKL154W		11	161601	162335
S000006716	tRNA_gene		tR(UCU)K		chromosome 11	L000003642	11	162558	162487
S000037862	noncoding_exon				tR(UCU)K		11	162558	162487
S000007056	long_terminal_repeat		YKLWdelta3		chromosome 11		11	162831	163169
S000001636	ORF	Dubious	YKL153W		chromosome 11		11	163600	164109
S000032752	CDS				YKL153W		11	163600	164109
S000001635	ORF	Verified	YKL152C	GPM1	chromosome 11	L000000726	11	164385	163642
S000032605	CDS				YKL152C		11	164385	163642
S000001634	ORF	Verified	YKL151C	NNR2	chromosome 11		11	165930	164917
S000031623	CDS				YKL151C		11	165930	164917
S000001633	ORF	Verified	YKL150W	MCR1	chromosome 11	L000003134	11	166544	167452
S000031554	CDS				YKL150W		11	166544	167452
S000122105	five_prime_UTR_intron				YKL150W		11	166400	166487
S000001632	ORF	Verified	YKL149C	DBR1	chromosome 11	L000000495	11	168829	167612
S000031536	CDS				YKL149C		11	168829	167612
S000001631	ORF	Verified	YKL148C	SDH1	chromosome 11	L000001823	11	171129	169207
S000030671	CDS				YKL148C		11	171129	169207
S000001629	ORF	Verified	YKL146W	AVT3	chromosome 11		11	171783	173861
S000030513	CDS				YKL146W		11	171783	173861
S000001630	ORF	Dubious	YKL147C		chromosome 11		11	172168	171551
S000030585	CDS				YKL147C		11	172168	171551
S000001628	ORF	Verified	YKL145W	RPT1	chromosome 11	L000002557	11	174213	175616
S000030368	CDS				YKL145W		11	174213	175616
S000028841	ORF	Dubious	YKL145W-A		chromosome 11		11	174958	175050
S000034526	CDS				YKL145W-A		11	174958	175050
S000001627	ORF	Verified	YKL144C	RPC25	chromosome 11	L000002427	11	176481	175843
S000037515	CDS				YKL144C		11	176481	175843
S000001626	ORF	Verified	YKL143W	LTV1	chromosome 11	L000000962	11	176781	178172
S000037465	CDS				YKL143W		11	176781	178172
S000001625	ORF	Verified	YKL142W	MRP8	chromosome 11	L000001156	11	178515	179174
S000036742	CDS				YKL142W		11	178515	179174
S000001624	ORF	Verified	YKL141W	SDH3	chromosome 11	L000001825	11	179667	180263
S000036643	CDS				YKL141W		11	179667	180263
S000001623	ORF	Verified	YKL140W	TGL1	chromosome 11	L000002293	11	180779	182425
